m,r,rho,T,P,l,epsilon,kappa,grad_ad,grad_rad,grad_act,nature
1.992728270222222e+23,8304180.809222127,83.07473473451898,13466479.091489777,1.4960166803290554e+17,2.78476896077102e+24,13.974640580098804,1.5117495316569374,0.4,0.3788964522907117,0.3788964522907117,RAD
2.016864774010057e+23,8337573.907104635,83.07473454969653,13466479.073204719,1.4960166749679024e+17,2.818498857162279e+24,13.974640465610454,1.5117495345216378,0.4,0.3788964490890712,0.3788964490890712,RAD
2.041001277797892e+23,8370701.63885114,83.07473436560988,13466479.054992458,1.4960166696280934e+17,2.852228753277755e+24,13.974640351577893,1.5117495373749283,0.4,0.3788964459544115,0.3788964459544115,RAD
2.0651377815857272e+23,8403569.214427084,83.07473418224752,13466479.03685185,1.496016664309293e+17,2.885958649118539e+24,13.974640237994006,1.5117495402169918,0.4,0.3788964428844195,0.3788964428844195,RAD
2.0892742853735623e+23,8436181.682040319,83.07473399959815,13466479.01878178,1.4960166590111744e+17,2.919688544685705e+24,13.974640124851767,1.5117495430480057,0.4,0.3788964398768874,0.3788964398768874,RAD
2.1134107891613973e+23,8468543.934967263,83.07473381765078,13466479.000781162,1.4960166537334192e+17,2.9534184399803117e+24,13.974640012144379,1.5117495458681371,0.4,0.37889643692970737,0.37889643692970737,RAD
2.1375472929492324e+23,8500660.718016597,83.07473363639477,13466478.982848942,1.496016648475718e+17,2.9871483350034006e+24,13.974639899865284,1.5117495486775503,0.4,0.378896434040866,0.378896434040866,RAD
2.1616837967370675e+23,8532536.633653613,83.07473345581971,13466478.964984093,1.4960166432377696e+17,3.0208782297559974e+24,13.974639788007998,1.5117495514764163,0.4,0.37889643120844224,0.37889643120844224,RAD
2.1858203005249026e+23,8564176.147806607,83.07473327591549,13466478.947185611,1.4960166380192803e+17,3.054608124239112e+24,13.974639676566262,1.5117495542648773,0.4,0.37889642843059357,0.37889642843059357,RAD
2.2099568043127376e+23,8595583.595375124,83.07473309667229,13466478.929452524,1.4960166328199645e+17,3.088338018453741e+24,13.974639565533977,1.5117495570430963,0.4,0.3788964257055635,0.3788964257055635,RAD
2.2340933081005727e+23,8626763.185458474,83.07473291808044,13466478.91178388,1.496016627639543e+17,3.122067912400865e+24,13.9746394549052,1.5117495598112183,0.4,0.37889642303166726,0.37889642303166726,RAD
2.2582298118884078e+23,8657719.00632155,83.07473274013059,13466478.894178752,1.4960166224777443e+17,3.155797806081451e+24,13.974639344674113,1.5117495625693913,0.4,0.37889642040729393,0.37889642040729393,RAD
2.282366315676243e+23,8688455.030113827,83.07473256281362,13466478.876636237,1.4960166173343037e+17,3.1895276994964515e+24,13.974639234835049,1.5117495653177513,0.4,0.37889641783089795,0.37889641783089795,RAD
2.306502819464078e+23,8718975.117356285,83.07473238612063,13466478.859155452,1.4960166122089626e+17,3.223257592646807e+24,13.974639125382515,1.5117495680564434,0.4,0.3788964153010015,0.3788964153010015,RAD
2.330639323251913e+23,8749283.021209942,83.07473221004291,13466478.841735538,1.4960166071014688e+17,3.256987485533443e+24,13.97463901631109,1.5117495707856003,0.4,0.3788964128161847,0.3788964128161847,RAD
2.354775827039748e+23,8779382.391538803,83.074732034572,13466478.824375657,1.4960166020115763e+17,3.2907173781572733e+24,13.974638907615578,1.5117495735053514,0.4,0.3788964103750861,0.3788964103750861,RAD
2.3789123308275832e+23,8809276.778779104,83.0747318596996,13466478.80707499,1.496016596939045e+17,3.3244472705191994e+24,13.974638799290823,1.511749576215819,0.4,0.37889640797639806,0.37889640797639806,RAD
2.4030488346154183e+23,8838969.637625976,83.0747316854176,13466478.789832735,1.4960165918836406e+17,3.3581771626201097e+24,13.974638691331801,1.5117495789171413,0.4,0.37889640561886984,0.37889640561886984,RAD
2.4320516687179066e+23,8874387.251137178,83.0747314767673,13466478.769190313,1.496016585831312e+17,3.398707575193247e+24,13.974638562083287,1.5117495821511626,0.4,0.37889640283876846,0.37889640283876846,RAD
2.461054502820395e+23,8909524.396136152,83.07473126894476,13466478.748629786,1.4960165798029946e+17,3.4392379873922726e+24,13.974638433347529,1.5117495853723508,0.4,0.3788964001143571,0.3788964001143571,RAD
2.490057336922883e+23,8944386.560032293,83.07473106193697,13466478.72814987,1.496016573798312e+17,3.479768399218662e+24,13.974638305116528,1.51174958858091,0.4,0.3788963974437288,0.3788963974437288,RAD
2.5190601710253714e+23,8978979.060446387,83.0747308557314,13466478.707749316,1.4960165678168982e+17,3.520298810673868e+24,13.974638177382447,1.5117495917770398,0.4,0.3788963948250643,0.3788963948250643,RAD
2.5480630051278597e+23,9013307.052351436,83.0747306503157,13466478.687426906,1.4960165618583965e+17,3.5608292217593194e+24,13.97463805013761,1.5117495949609234,0.4,0.37889639225662364,0.37889639225662364,RAD
2.577065839230348e+23,9047375.534835583,83.0747304456779,13466478.667181458,1.4960165559224595e+17,3.601359632476426e+24,13.9746379233747,1.5117495981327527,0.4,0.378896389736748,0.378896389736748,RAD
2.6060686733328363e+23,9081189.35751116,83.07473024180636,13466478.647011818,1.4960165500087494e+17,3.641890042826574e+24,13.974637797086398,1.5117496012927027,0.4,0.3788963872638491,0.3788963872638491,RAD
2.6350715074353246e+23,9114753.22659208,83.07473003868974,13466478.626916865,1.4960165441169373e+17,3.6824204528111297e+24,13.974637671265778,1.5117496044409513,0.4,0.3788963848364097,0.3788963848364097,RAD
2.664074341537813e+23,9148071.71066018,83.07472983631695,13466478.606895503,1.4960165382467018e+17,3.72295086243144e+24,13.974637545905894,1.5117496075776706,0.4,0.3788963824529781,0.3788963824529781,RAD
2.6930771756403012e+23,9181149.246139659,83.07472963467723,13466478.586946666,1.4960165323977306e+17,3.763481271688831e+24,13.974637421000164,1.5117496107030304,0.4,0.3788963801121649,0.3788963801121649,RAD
2.7220800097427895e+23,9213990.142497344,83.07472943376008,13466478.567069314,1.496016526569719e+17,3.804011680584611e+24,13.974637296541971,1.5117496138171884,0.4,0.37889637781263796,0.37889637781263796,RAD
2.7510828438452778e+23,9246598.58718529,83.07472923355527,13466478.547262436,1.4960165207623696e+17,3.844542089120068e+24,13.974637172525082,1.5117496169203049,0.4,0.37889637555312167,0.37889637555312167,RAD
2.780085677947766e+23,9278978.650341038,83.07472903405277,13466478.52752504,1.4960165149753926e+17,3.885072497296473e+24,13.974637048943185,1.511749620012535,0.4,0.37889637333239384,0.37889637333239384,RAD
2.8090885120502544e+23,9311134.28925984,83.07472883524282,13466478.50785616,1.496016509208505e+17,3.9256029051150797e+24,13.974636925790366,1.5117496230940302,0.4,0.3788963711492821,0.3788963711492821,RAD
2.8380913461527427e+23,9343069.352652112,83.07472863711595,13466478.488254858,1.4960165034614307e+17,3.966133312577123e+24,13.974636803060623,1.511749626164943,0.4,0.3788963690026623,0.3788963690026623,RAD
2.867094180255231e+23,9374787.584698541,83.07472843966282,13466478.468720214,1.4960164977339e+17,4.006663719683822e+24,13.974636680748233,1.5117496292254085,0.4,0.3788963668914523,0.3788963668914523,RAD
2.8960970143577193e+23,9406292.628914382,83.07472824287437,13466478.44925133,1.4960164920256502e+17,4.047194126436379e+24,13.974636558847614,1.5117496322755695,0.4,0.37889636481461586,0.37889636481461586,RAD
2.9310543840972383e+23,9443987.628668848,83.07472800655438,13466478.425871467,1.496016485170707e+17,4.0960457798966444e+24,13.97463641245918,1.5117496359384592,0.4,0.37889636235565954,0.37889636235565954,RAD
2.9660117538367573e+23,9481384.093195625,83.07472777117202,13466478.40258437,1.4960164783429622e+17,4.144897432846192e+24,13.974636266651553,1.5117496395868177,0.4,0.37889635994352616,0.37889635994352616,RAD
3.0009691235762763e+23,9518487.864007376,83.07472753671263,13466478.379388584,1.4960164715419898e+17,4.1937490852870367e+24,13.974636121415653,1.5117496432208741,0.4,0.37889635757662304,0.37889635757662304,RAD
3.035926493315795e+23,9555304.601852555,83.0747273031619,13466478.35628269,1.496016464767374e+17,4.2426007372211606e+24,13.97463597674263,1.5117496468408411,0.4,0.37889635525342796,0.37889635525342796,RAD
3.0708838630553136e+23,9591839.794318622,83.07472707050587,13466478.333265316,1.4960164580187117e+17,4.291452388650517e+24,13.974635832623825,1.5117496504469405,0.4,0.3788963529724908,0.3788963529724908,RAD
3.105841232794832e+23,9628098.76303286,83.07472683873101,13466478.310335116,1.4960164512956093e+17,4.340304039577028e+24,13.974635689050862,1.5117496540393849,0.4,0.3788963507324253,0.3788963507324253,RAD
3.140798602534351e+23,9664086.67048635,83.07472660782409,13466478.287490787,1.496016444597684e+17,4.389155690002588e+24,13.974635546015556,1.5117496576183758,0.4,0.37889634853190507,0.37889634853190507,RAD
3.1757559722738697e+23,9699808.52650479,83.0747263777723,13466478.264731057,1.4960164379245626e+17,4.4380073399290624e+24,13.97463540350994,1.5117496611841117,0.4,0.37889634636966174,0.37889634636966174,RAD
3.2107133420133883e+23,9735269.194388106,83.07472614856306,13466478.242054686,1.496016431275882e+17,4.486858989358289e+24,13.974635261526256,1.5117496647367865,0.4,0.3788963442444823,0.3788963442444823,RAD
3.245670711752907e+23,9770473.39673921,83.0747259201842,13466478.219460465,1.4960164246512877e+17,4.535710638292079e+24,13.974635120056963,1.5117496682765963,0.4,0.3788963421552069,0.3788963421552069,RAD
3.280628081492426e+23,9805425.721000826,83.0747256926238,13466478.196947217,1.4960164180504346e+17,4.584562286732218e+24,13.974634979094652,1.5117496718037156,0.4,0.3788963401007206,0.3788963401007206,RAD
3.3155854512319444e+23,9840130.624717945,83.07472546587027,13466478.174513794,1.4960164114729862e+17,4.633413934680466e+24,13.974634838632204,1.5117496753183313,0.4,0.3788963380799591,0.3788963380799591,RAD
3.350542820971463e+23,9874592.440542238,83.07472523991225,13466478.152159076,1.4960164049186138e+17,4.682265582138557e+24,13.974634698662475,1.5117496788206086,0.4,0.37889633609189766,0.37889633609189766,RAD
3.385500190710982e+23,9908815.380993633,83.0747250147387,13466478.12988197,1.4960163983869968e+17,4.731117229108202e+24,13.974634559178739,1.511749682310733,0.4,0.3788963341355593,0.3788963341355593,RAD
3.4204575604505004e+23,9942803.542993233,83.07472479033889,13466478.107681409,1.4960163918778227e+17,4.7799688755910885e+24,13.974634420174265,1.511749685788869,0.4,0.378896332210003,0.378896332210003,RAD
3.455414930190019e+23,9976560.912180753,83.07472456670224,13466478.08555635,1.4960163853907862e+17,4.82882052158888e+24,13.974634281642548,1.511749689255172,0.4,0.37889633031432385,0.37889633031432385,RAD
3.490372299929538e+23,10010091.367028803,83.07472434381849,13466478.06350578,1.496016378925589e+17,4.877672167103218e+24,13.974634143577205,1.5117496927098035,0.4,0.3788963284476549,0.3788963284476549,RAD
3.5325080313117486e+23,10050210.93337336,83.07472407615286,13466478.0370248,1.4960163711614026e+17,4.936555309797513e+24,13.974633977771738,1.5117496968585438,0.4,0.37889632623505065,0.37889632623505065,RAD
3.5746437626939595e+23,10090012.72426024,83.0747238095494,13466478.010648903,1.496016363428026e+17,4.995438451794564e+24,13.974633812624212,1.5117497009908187,0.4,0.37889632406198825,0.37889632406198825,RAD
3.6167794940761704e+23,10129502.95842044,83.07472354399141,13466477.98437644,1.496016355724976e+17,5.054321593097121e+24,13.974633648124335,1.5117497051068929,0.4,0.3788963219271365,0.3788963219271365,RAD
3.6589152254583813e+23,10168687.662125174,83.07472327946269,13466477.958205808,1.4960163480517824e+17,5.113204733707894e+24,13.974633484262048,1.51174970920701,0.4,0.3788963198292213,0.3788963198292213,RAD
3.701050956840592e+23,10207572.677281974,83.07472301594751,13466477.932135444,1.496016340407988e+17,5.172087873629547e+24,13.974633321027591,1.5117497132914173,0.4,0.3788963177670285,0.3788963177670285,RAD
3.743186688222803e+23,10246163.669102242,83.07472275343048,13466477.906163832,1.496016332793147e+17,5.230971012864705e+24,13.974633158411429,1.5117497173603511,0.4,0.3788963157393965,0.3788963157393965,RAD
3.785322419605014e+23,10284466.133367496,83.07472249189664,13466477.880289491,1.4960163252068256e+17,5.289854151415954e+24,13.974632996404308,1.5117497214140518,0.4,0.3788963137452175,0.3788963137452175,RAD
3.827458150987225e+23,10322485.403319523,83.07472223133144,13466477.85451098,1.4960163176486013e+17,5.348737289285842e+24,13.974632834997216,1.5117497254527363,0.4,0.3788963117834277,0.3788963117834277,RAD
3.869593882369436e+23,10360226.656197824,83.07472197172065,13466477.828826893,1.4960163101180627e+17,5.407620426476878e+24,13.974632674181342,1.511749729476625,0.4,0.3788963098530112,0.3788963098530112,RAD
3.911729613751647e+23,10397694.91944603,83.07472171305051,13466477.803235864,1.4960163026148083e+17,5.466503562991535e+24,13.974632513948126,1.5117497334859404,0.4,0.37889630795299695,0.37889630795299695,RAD
3.953865345133858e+23,10434895.07660744,83.07472145530747,13466477.77773656,1.496016295138447e+17,5.52538669883225e+24,13.974632354289263,1.5117497374808826,0.4,0.3788963060824503,0.3788963060824503,RAD
3.9960010765160686e+23,10471831.872928364,83.07472119847839,13466477.752327677,1.4960162876885974e+17,5.584269834001427e+24,13.974632195196506,1.5117497414616534,0.4,0.37889630424047815,0.37889630424047815,RAD
4.0381368078982795e+23,10508509.920686703,83.07472094255048,13466477.727007948,1.4960162802648874e+17,5.643152968501434e+24,13.974632036662006,1.5117497454284647,0.4,0.37889630242622657,0.37889630242622657,RAD
4.0802725392804904e+23,10544933.70426192,83.07472068751119,13466477.701776132,1.496016272866954e+17,5.702036102334607e+24,13.974631878677938,1.5117497493814975,0.4,0.3788963006388712,0.3788963006388712,RAD
4.122408270662701e+23,10581107.584961517,83.07472043334832,13466477.676631024,1.4960162654944426e+17,5.760919235503248e+24,13.974631721236788,1.511749753320948,0.4,0.37889629887762466,0.37889629887762466,RAD
4.164544002044912e+23,10617035.805618066,83.07472018004992,13466477.651571441,1.4960162581470074e+17,5.81980236800963e+24,13.974631564331132,1.511749757246996,0.4,0.37889629714172873,0.37889629714172873,RAD
4.206679733427123e+23,10652722.49496989,83.07471992760436,13466477.626596235,1.4960162508243107e+17,5.878685499855994e+24,13.974631407953783,1.5117497611598294,0.4,0.37889629543045794,0.37889629543045794,RAD
4.257470491118726e+23,10695424.17861531,83.07471962442192,13466477.59660147,1.4960162420298867e+17,5.949663711145819e+24,13.97463122014744,1.5117497658590717,0.4,0.37889629339941816,0.37889629339941816,RAD
4.305412327089966e+23,10735420.204044253,83.07471933934958,13466477.5683984,1.496016233760785e+17,6.016660658493746e+24,13.974631043559473,1.511749770277605,0.4,0.3788962915131391,0.3788962915131391,RAD
4.353354163061206e+23,10775120.410292761,83.07471905533349,13466477.54029982,1.49601622552232e+17,6.08365760499665e+24,13.974630867625764,1.5117497746797754,0.4,0.37889628965584954,0.37889628965584954,RAD
4.4012959990324456e+23,10814530.207271442,83.07471877235808,13466477.5123042,1.4960162173140426e+17,6.150654550657645e+24,13.974630692336692,1.5117497790658119,0.4,0.37889628782664525,0.37889628782664525,RAD
4.4492378350036855e+23,10853654.848309534,83.07471849040827,13466477.484410048,1.4960162091355152e+17,6.217651495479798e+24,13.974630517682947,1.5117497834359472,0.4,0.37889628602466247,0.37889628602466247,RAD
4.4971796709749254e+23,10892499.436319588,83.07471820946937,13466477.456615906,1.496016200986311e+17,6.284648439466134e+24,13.974630343655399,1.5117497877904167,0.4,0.37889628424907623,0.37889628424907623,RAD
4.5451215069461654e+23,10931068.929656513,83.07471792952703,13466477.428920358,1.4960161928660144e+17,6.351645382619632e+24,13.974630170245186,1.5117497921294456,0.4,0.3788962824990943,0.3788962824990943,RAD
4.593063342917405e+23,10969368.147689218,83.07471765056728,13466477.401322018,1.4960161847742192e+17,6.418642324943233e+24,13.974629997443637,1.511749796453237,0.4,0.378896280773953,0.378896280773953,RAD
4.641005178888645e+23,11007401.776101766,83.07471737257642,13466477.373819537,1.4960161767105293e+17,6.485639266439834e+24,13.97462982524226,1.511749800762014,0.4,0.3788962790729253,0.3788962790729253,RAD
4.688947014859885e+23,11045174.371939855,83.07471709554113,13466477.346411597,1.4960161686745584e+17,6.552636207112292e+24,13.974629653632846,1.5117498050559781,0.4,0.3788962773953101,0.3788962773953101,RAD
4.736888850831125e+23,11082690.368417293,83.07471681944847,13466477.31909691,1.4960161606659293e+17,6.619633146963426e+24,13.974629482607314,1.5117498093353332,0.4,0.37889627574043555,0.37889627574043555,RAD
4.784830686802365e+23,11119954.07949622,83.07471654428568,13466477.291874219,1.4960161526842733e+17,6.686630085996016e+24,13.97462931215779,1.5117498136002776,0.4,0.37889627410765614,0.37889627410765614,RAD
4.8425747056039797e+23,11164507.73959429,83.07471621408007,13466477.259205975,1.4960161431059888e+17,6.767325211179741e+24,13.97462910761205,1.5117498187183644,0.4,0.3788962721694914,0.3788962721694914,RAD
4.900318724405594e+23,11208708.61372106,83.07471588518439,13466477.226667326,1.496016133565701e+17,6.848020335184686e+24,13.97462890387772,1.5117498238161522,0.4,0.37889627026144235,0.37889627026144235,RAD
4.958062743207209e+23,11252563.603609322,83.07471555757809,13466477.194256239,1.4960161240628144e+17,6.928715458015499e+24,13.974628700942107,1.5117498288939533,0.4,0.37889626838251605,0.37889626838251605,RAD
5.015806762008824e+23,11296079.397459688,83.07471523124114,13466477.161970736,1.496016114596749e+17,7.009410579676757e+24,13.974628498792786,1.5117498339520796,0.4,0.3788962665317661,0.3788962665317661,RAD
5.0735507808104383e+23,11339262.478920408,83.0747149061542,13466477.129808893,1.4960161051669408e+17,7.090105700172964e+24,13.974628297417791,1.5117498389908337,0.4,0.37889626470828847,0.37889626470828847,RAD
5.131294799612053e+23,11382119.13559201,83.07471458229818,13466477.09776884,1.4960160957728403e+17,7.170800819508559e+24,13.974628096805295,1.5117498440105073,0.4,0.37889626291121764,0.37889626291121764,RAD
5.189038818413668e+23,11424655.467086958,83.07471425965478,13466477.06584875,1.496016086413913e+17,7.25149593768791e+24,13.974627896943977,1.5117498490113868,0.4,0.37889626113972685,0.37889626113972685,RAD
5.2467828372152824e+23,11466877.39267226,83.07471393820597,13466477.034046846,1.4960160770896378e+17,7.332191054715324e+24,13.97462769782263,1.5117498539937457,0.4,0.37889625939302335,0.37889625939302335,RAD
5.304526856016897e+23,11508790.658520972,83.07471361793431,13466477.002361396,1.4960160677995072e+17,7.412886170595041e+24,13.97462749943048,1.5117498589578635,0.4,0.37889625767035157,0.37889625767035157,RAD
5.362270874818512e+23,11550400.84459663,83.07471329882267,13466476.970790716,1.4960160585430266e+17,7.493581285331242e+24,13.974627301756914,1.5117498639039957,0.4,0.37889625597098314,0.37889625597098314,RAD
5.4200148936201264e+23,11591713.37119291,83.07471298085449,13466476.939333158,1.4960160493197136e+17,7.574276398928046e+24,13.974627104791628,1.5117498688324085,0.4,0.3788962542942248,0.3788962542942248,RAD
5.477758912421741e+23,11632733.505149297,83.07471266401355,13466476.90798712,1.496016040129098e+17,7.654971511389514e+24,13.974626908524636,1.5117498737433521,0.4,0.378896252639409,0.378896252639409,RAD
5.535502931223356e+23,11673466.36576202,83.07471234828394,13466476.876751035,1.4960160309707206e+17,7.73566662271965e+24,13.974626712946069,1.5117498786370656,0.4,0.3788962510058946,0.3788962510058946,RAD
5.5932469500249704e+23,11713916.93040821,83.07471203365034,13466476.84562338,1.496016021844134e+17,7.816361732922401e+24,13.974626518046458,1.5117498835137986,0.4,0.3788962493930696,0.3788962493930696,RAD
5.650990968826585e+23,11754090.039900023,83.07471172009765,13466476.814602662,1.4960160127489018e+17,7.897056842001662e+24,13.974626323816349,1.5117498883737714,0.4,0.3788962478003416,0.3788962478003416,RAD
5.7087349876282e+23,11793990.403584288,83.07471140761115,13466476.783687426,1.4960160036845968e+17,7.977751949961271e+24,13.974626130246747,1.5117498932172184,0.4,0.3788962462271456,0.3788962462271456,RAD
5.7664790064298144e+23,11833622.60420222,83.0747110961765,13466476.752876254,1.496015994650803e+17,8.058447056805016e+24,13.974625937328703,1.511749898044366,0.4,0.3788962446729384,0.3788962446729384,RAD
5.836076318334262e+23,11881040.171489617,83.07471072219073,13466476.715876706,1.496015983802586e+17,8.15570669600914e+24,13.97462570566339,1.5117499038410325,0.4,0.37889624282418566,0.37889624282418566,RAD
5.90567363023871e+23,11928082.240599392,83.07471034968866,13466476.67902395,1.4960159729974077e+17,8.252966333604142e+24,13.974625474917145,1.5117499096147076,0.4,0.3788962410013809,0.3788962410013809,RAD
5.975270942143158e+23,11974756.158274647,83.07470997864706,13466476.64231568,1.496015962234593e+17,8.350225969596369e+24,13.974625245075623,1.5117499153657423,0.4,0.3788962392036838,0.3788962392036838,RAD
6.044868254047606e+23,12021069.04393737,83.07470960904325,13466476.60574966,1.496015951513485e+17,8.447485603992069e+24,13.974625016124737,1.5117499210944911,0.4,0.3788962374302948,0.3788962374302948,RAD
6.114465565952053e+23,12067027.799248999,83.07470924085527,13466476.569323707,1.4960159408334454e+17,8.54474523679739e+24,13.974624788050896,1.511749926801296,0.4,0.37889623568044906,0.37889623568044906,RAD
6.1840628778565e+23,12112639.117165029,83.07470887406163,13466476.533035701,1.4960159301938515e+17,8.642004868018392e+24,13.974624560840763,1.511749932486488,0.4,0.37889623395341504,0.37889623395341504,RAD
6.253660189760947e+23,12157909.490515804,83.07470850864144,13466476.496883575,1.4960159195940976e+17,8.73926449766104e+24,13.97462433448141,1.5117499381503974,0.4,0.37889623224849406,0.37889623224849406,RAD
6.323257501665395e+23,12202845.220143279,83.07470814457436,13466476.460865317,1.4960159090335936e+17,8.836524125731212e+24,13.974624108960287,1.511749943793326,0.4,0.37889623056501304,0.37889623056501304,RAD
6.392854813569842e+23,12247452.422621341,83.07470778184059,13466476.424978966,1.4960158985117645e+17,8.933783752234699e+24,13.97462388426504,1.5117499494155924,0.4,0.37889622890233293,0.37889622890233293,RAD
6.462452125474289e+23,12291737.037585279,83.07470742042078,13466476.38922261,1.49601588802805e+17,9.031043377177207e+24,13.974623660383754,1.5117499550174942,0.4,0.3788962272598384,0.3788962272598384,RAD
6.532049437378736e+23,12335704.8346942,83.07470706029612,13466476.353594387,1.4960158775819034e+17,9.128303000564359e+24,13.974623437304711,1.5117499605993183,0.4,0.3788962256369388,0.3788962256369388,RAD
6.601646749283183e+23,12379361.420248438,83.07470670144822,13466476.318092478,1.4960158671727923e+17,9.225562622401701e+24,13.974623215016623,1.5117499661613565,0.4,0.37889622403307044,0.37889622403307044,RAD
6.67124406118763e+23,12422712.243482541,83.07470634385915,13466476.282715114,1.4960158568001968e+17,9.322822242694697e+24,13.974622993508287,1.5117499717038834,0.4,0.37889622244768967,0.37889622244768967,RAD
6.740841373092078e+23,12465762.602552906,83.07470598751148,13466476.24746056,1.49601584646361e+17,9.420081861448737e+24,13.974622772768933,1.511749977227166,0.4,0.37889622088027514,0.37889622088027514,RAD
6.810438684996525e+23,12508517.650237894,83.07470563238815,13466476.212327134,1.496015836162537e+17,9.517341478669135e+24,13.974622552788018,1.5117499827314727,0.4,0.378896219330327,0.378896219330327,RAD
6.880035996900972e+23,12550982.399367018,83.07470527847244,13466476.177313184,1.4960158258964947e+17,9.614601094361134e+24,13.974622333555185,1.5117499882170622,0.4,0.3788962177973649,0.3788962177973649,RAD
6.94963330880542e+23,12593161.727994671,83.07470492574814,13466476.142417103,1.4960158156650112e+17,9.711860708529907e+24,13.974622115060315,1.5117499936841845,0.4,0.3788962162809262,0.3788962162809262,RAD
7.03352015537213e+23,12643628.598204998,83.07470450216431,13466476.100510677,1.496015803378104e+17,9.829089405548008e+24,13.974621852671628,1.511750000249609,0.4,0.37889621447446703,0.37889621447446703,RAD
7.11740700193884e+23,12693695.777434647,83.07470408026118,13466476.058770528,1.4960157911399488e+17,9.94631810036939e+24,13.974621591324029,1.5117500067889804,0.4,0.37889621269062157,0.37889621269062157,RAD
7.201293848505551e+23,12743371.08664642,83.0747036600124,13466476.017194046,1.496015778949781e+17,1.006354679300272e+25,13.974621331001206,1.5117500133027155,0.4,0.37889621092867964,0.37889621092867964,RAD
7.285180695072262e+23,12792662.104781922,83.0747032413923,13466475.975778695,1.4960157668068566e+17,1.0180775483456527e+25,13.97462107168727,1.5117500197912046,0.4,0.3788962091879582,0.3788962091879582,RAD
7.369067541638972e+23,12841576.17894147,83.07470282437592,13466475.934522007,1.4960157547104515e+17,1.0298004171739208e+25,13.974620813366784,1.51175002625483,0.4,0.3788962074678052,0.3788962074678052,RAD
7.452954388205683e+23,12890120.434025247,83.07470240893898,13466475.893421575,1.496015742659861e+17,1.0415232857859034e+25,13.974620556024657,1.51175003269398,0.4,0.3788962057676011,0.3788962057676011,RAD
7.536841234772393e+23,12938301.781869873,83.0747019950578,13466475.852475062,1.496015730654399e+17,1.053246154182415e+25,13.974620299646263,1.511750039109021,0.4,0.3788962040867493,0.3788962040867493,RAD
7.620728081339104e+23,12986126.929912148,83.07470158270934,13466475.811680185,1.4960157186933968e+17,1.0649690223642581e+25,13.974620044217348,1.511750045500299,0.4,0.3788962024246763,0.3788962024246763,RAD
7.704614927905814e+23,13033602.389409319,83.07470117187115,13466475.771034723,1.496015706776203e+17,1.0766918903322233e+25,13.974619789723935,1.5117500518681701,0.4,0.37889620078083697,0.37889620078083697,RAD
